Title,Rated
The Longest Ride,PG-13
I Dreamed of Africa,PG-13
Big Momma's House,PG-13
Step Up Revolution,PG-13
Goal! The Dream Begins,PG-13
Scrooged,PG-13
Takers,PG-13
Source Code,PG-13
Transporter 2,PG-13
"Big Mommas: Like Father, Like Son",PG-13
A Beautiful Mind,PG-13
The Incredible Burt Wonderstone,PG-13
Laws of Attraction,PG-13
Dragon Wars: D-War,PG-13
Arachnophobia,PG-13
Warrior,PG-13
Frequency,PG-13
Hearts in Atlantis,PG-13
Chicago,PG-13
Big Daddy,PG-13
The Vow,PG-13
Lee Daniels' The Butler,PG-13
Dodgeball: A True Underdog Story,PG-13
The Addams Family,PG-13
Ace Ventura: When Nature Calls,PG-13
The Notebook,PG-13
27 Dresses,PG-13
Warm Bodies,PG-13
Down to Earth,PG-13
Hope Springs,PG-13
Baby Mama,PG-13
Hope Floats,PG-13
Without a Paddle,PG-13
13 Going on 30,PG-13
Midnight in Paris,PG-13
P.S. I Love You,PG-13
Message in a Bottle,PG-13
Naked Gun 33 1/3: The Final Insult,PG-13
The Age of Adaline,PG-13
Step Up 3D,PG-13
Drag Me to Hell,PG-13
Stranger Than Fiction,PG-13
Hanna,PG-13
Blue Crush,PG-13
Little Shop of Horrors,PG-13
Gridiron Gang,PG-13
Mortal Kombat: Annihilation,PG-13
Larry Crowne,PG-13
Take the Lead,PG-13
What's the Worst That Could Happen?,PG-13
9,PG-13
Get on Up,PG-13
Dumb and Dumberer: When Harry Met Lloyd,PG-13
My Super Ex-Girlfriend,PG-13
Mr 3000,PG-13
The Next Three Days,PG-13
Little Black Book,PG-13
Ultraviolet,PG-13
Eight Legged Freaks,PG-13
The Whole Ten Yards,PG-13
The Cave,PG-13
Godsend,PG-13
Alex & Emma,PG-13
Wicker Park,PG-13
The New World,PG-13
Wing Commander,PG-13
Antitrust,PG-13
Chasing Liberty,PG-13
An Unfinished Life,PG-13
The Imaginarium of Doctor Parnassus,PG-13
Supercross,PG-13
The Promise,PG-13
DOA: Dead or Alive,PG-13
Pitch Perfect 2,PG-13
Walk the Line,PG-13
Keeping the Faith,PG-13
Serving Sara,PG-13
Florence Foster Jenkins,PG-13
The Sixth Sense,PG-13
Safe Haven,PG-13
Last Vegas,PG-13
The Wedding Planner,PG-13
Serendipity,PG-13
Zoolander,PG-13
3 Days to Kill,PG-13
Brick Mansions,PG-13
Just My Luck,PG-13
Pride and Prejudice and Zombies,PG-13
Kundun,PG-13
My Sister's Keeper,PG-13
"Welcome Home, Roscoe Jenkins",PG-13
Joyful Noise,PG-13
Anonymous,PG-13
Divine Secrets of the Ya-Ya Sisterhood,PG-13
The Sisterhood of the Traveling Pants 2,PG-13
About a Boy,PG-13
The Duchess,PG-13
The Newton Boys,PG-13
Kindergarten Cop,PG-13
Ever After: A Cinderella Story,PG-13
Red Eye,PG-13
New Year's Eve,PG-13
"O Brother, Where Art Thou?",PG-13
In Good Company,PG-13
Silverado,PG-13
The Best of Me,PG-13
Welcome to Mooseport,PG-13
Highlander: The Final Dimension,PG-13
Self/less,PG-13
The Curse of the Jade Scorpion,PG-13
Accidental Love,PG-13
W.,PG-13
Mrs. Doubtfire,PG-13
Taken,PG-13
Ride Along,PG-13
"Legally Blonde 2: Red, White & Blonde",PG-13
Anchorman: The Legend of Ron Burgundy,PG-13
Cloverfield,PG-13
Dear John,PG-13
Chocolat,PG-13
The Lucky One,PG-13
A Madea Christmas,PG-13
Hotel Rwanda,PG-13
The House Bunny,PG-13
The Giver,PG-13
The Last Emperor,PG-13
The Hours,PG-13
Undercover Brother,PG-13
Beauty Shop,PG-13
She's the Man,PG-13
Anacondas: The Hunt for the Blood Orchid,PG-13
Draft Day,PG-13
Dance Flick,PG-13
Kingpin,PG-13
The Losers,PG-13
Don Juan DeMarco,PG-13
A Lot Like Love,PG-13
Eddie the Eagle,PG-13
Shark Night 3D,PG-13
Half Past Dead,PG-13
The Box,PG-13
The Next Best Thing,PG-13
Stealing Harvard,PG-13
Hot Rod,PG-13
The 33,PG-13
The Conspirator,PG-13
Lords of Dogtown,PG-13
Big Trouble in Little China,PG-13
Abandon,PG-13
Brokedown Palace,PG-13
The Possession,PG-13
Mrs. Winterbourne,PG-13
Underclassman,PG-13
The World's Fastest Indian,PG-13
King's Ransom,PG-13
Me and Orson Welles,PG-13
Without Limits,PG-13
Red Sky,PG-13
Think Like a Man Too,PG-13
Double Take,PG-13
Win a Date with Tad Hamilton!,PG-13
Ready to Rumble,PG-13
I Don't Know How She Does It,PG-13
Beyond the Sea,PG-13
The Waterboy,PG-13
The Naked Gun 2½: The Smell of Fear,PG-13
Someone Like You...,PG-13
Anywhere But Here,PG-13
Vanity Fair,PG-13
Jaws: The Revenge,PG-13
The Crew,PG-13
Marvin's Room,PG-13
Coco Before Chanel,PG-13
1408,PG-13
Ghost,PG-13
The Bridges of Madison County,PG-13
Son of God,PG-13
The Animal,PG-13
The Net,PG-13
I Am Sam,PG-13
Delivery Man,PG-13
"Hail, Caesar!",PG-13
Mad Money,PG-13
Saving Silverman,PG-13
The Glass House,PG-13
The Transporter Refueled,PG-13
Josie and the Pussycats,PG-13
Million Dollar Baby,PG-13
RoboCop 3,PG-13
Megiddo: The Omega Code 2,PG-13
Jurassic Park,PG-13
Joyeux Noel,PG-13
Molière,PG-13
My Fellow Americans,PG-13
Touch of Evil,PG-13
Hardball,PG-13
Freedom Writers,PG-13
The Transporter,PG-13
Never Back Down,PG-13
Spider-Man: Homecoming,PG-13
Swing Vote,PG-13
Moonlight Mile,PG-13
The Beaver,PG-13
Molly,PG-13
Pulse,PG-13
Bringing Down the House,PG-13
Wayne's World,PG-13
School of Rock,PG-13
Mortal Kombat,PG-13
White Chicks,PG-13
Madea's Witness Protection,PG-13
Drumline,PG-13
Me Before You,PG-13
Harry Potter and the Deathly Hallows: Part 2,PG-13
Edward Scissorhands,PG-13
Selma,PG-13
Date Movie,PG-13
Premonition,PG-13
Boogeyman,PG-13
Star Wars: The Force Awakens,PG-13
Lakeview Terrace,PG-13
The Grudge 2,PG-13
Man of the Year,PG-13
Risen,PG-13
Vampires Suck,PG-13
Doubt,PG-13
Scary Movie 5,PG-13
Paint Your Wagon,PG-13
The Stepfather,PG-13
Nerve,PG-13
Stick It,PG-13
One Missed Call,PG-13
Endless Love,PG-13
The Covenant,PG-13
Stay Alive,PG-13
Quigley Down Under,PG-13
Secret in Their Eyes,PG-13
Ladyhawke,PG-13
School for Scoundrels,PG-13
Home for the Holidays,PG-13
Armored,PG-13
The Kite Runner,PG-13
Paparazzi,PG-13
A Guy Thing,PG-13
Loser,PG-13
Lockout,PG-13
Envy,PG-13
Ghost Town,PG-13
12 Rounds,PG-13
Be Kind Rewind,PG-13
Three to Tango,PG-13
We're No Angels,PG-13
Catch Me If You Can,PG-13
Everybody's Fine,PG-13
Battle of the Year,PG-13
The Man,PG-13
Code Name: The Cleaner,PG-13
Connie and Carla,PG-13
An American Carol,PG-13
Willard,PG-13
Little Boy,PG-13
Who's Your Caddy?,PG-13
Flash of Genius,PG-13
The Cold Light of Day,PG-13
The Brothers Bloom,PG-13
Bon voyage,PG-13
Dylan Dog: Dead of Night,PG-13
Steamboy,PG-13
The Bourne Ultimatum,PG-13
The Tempest,PG-13
Survivor,PG-13
The Painted Veil,PG-13
Dances with Wolves,PG-13
Just Married,PG-13
I Can Do Bad All by Myself,PG-13
The Switch,PG-13
The Book Thief,PG-13
Out of Inferno,PG-13
The Invention of Lying,PG-13
Left Behind,PG-13
The Mask,PG-13
Legally Blonde,PG-13
Mean Girls,PG-13
The Exorcism of Emily Rose,PG-13
Barbershop 2: Back in Business,PG-13
The Family Stone,PG-13
My Big Fat Greek Wedding 2,PG-13
Austin Powers: International Man of Mystery,PG-13
Prom Night,PG-13
Under the Tuscan Sun,PG-13
Peggy Sue Got Married,PG-13
Blue Jasmine,PG-13
Honey,PG-13
Spy Hard,PG-13
Love the Coopers,PG-13
Love Happens,PG-13
Young Sherlock Holmes,PG-13
Center Stage,PG-13
And So It Goes,PG-13
"I Love You, Beth Cooper",PG-13
Labor Day,PG-13
Getaway,PG-13
The Help,PG-13
Hamlet,PG-13
Midnight Special,PG-13
The Wraith,PG-13
Red Sonja,PG-13
Madea Goes to Jail,PG-13
Step Up 2: The Streets,PG-13
The Others,PG-13
Pitch Perfect,PG-13
Lion,PG-13
A Night at the Roxbury,PG-13
Beastly,PG-13
Lottery Ticket,PG-13
Dickie Roberts: Former Child Star,PG-13
ATL,PG-13
Summer Catch,PG-13
Larry the Cable Guy: Health Inspector,PG-13
They,PG-13
My Life in Ruins,PG-13
American Dreamz,PG-13
How She Move,PG-13
The Apparition,PG-13
Guardians of the Galaxy,PG-13
Shanghai Surprise,PG-13
The Illusionist,PG-13
The Young Messiah,PG-13
My Girl,PG-13
Sydney White,PG-13
Dumb and Dumber,PG-13
Moonrise Kingdom,PG-13
The Artist,PG-13
The Unborn,PG-13
The Roommate,PG-13
Joe Dirt,PG-13
The Women,PG-13
Vicky Cristina Barcelona,PG-13
Boys and Girls,PG-13
Remember Me,PG-13
White Oleander,PG-13
Drowning Mona,PG-13
Guardians of the Galaxy Vol. 2,PG-13
How to Deal,PG-13
My Stepmother Is an Alien,PG-13
Philadelphia,PG-13
The Cookout,PG-13
Hollywood Ending,PG-13
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13
Steel,PG-13
The White Countess,PG-13
Vamps,PG-13
Juwanna Mann,PG-13
The Yellow Handkerchief,PG-13
The Imitation Game,PG-13
"Crouching Tiger, Hidden Dragon",PG-13
The Color Purple,PG-13
Mama,PG-13
The Queen,PG-13
Why Did I Get Married?,PG-13
The Woman in Black,PG-13
When a Stranger Calls,PG-13
Snitch,PG-13
Krampus,PG-13
The Theory of Everything,PG-13
The Skulls,PG-13
Malibu's Most Wanted,PG-13
All About Steve,PG-13
Where the Heart Is,PG-13
Glitter,PG-13
The Wedding Date,PG-13
The Great Debaters,PG-13
Love & Basketball,PG-13
Country Strong,PG-13
The Marine,PG-13
One Day,PG-13
De-Lovely,PG-13
Whip It,PG-13
The Muse,PG-13
Home Fries,PG-13
Here on Earth,PG-13
Peeples,PG-13
Whatever It Takes,PG-13
The Rocker,PG-13
Post Grad,PG-13
Whatever Works,PG-13
The In Crowd,PG-13
Jakob the Liar,PG-13
Blood and Chocolate,PG-13
Crazy in Alabama,PG-13
Felicia's Journey,PG-13
The Avengers,PG-13
All the Queen's Men,PG-13
Pandaemonium,PG-13
Romeo + Juliet,PG-13
Sarah's Key,PG-13
Stomp the Yard,PG-13
Good Deeds,PG-13
Superstar,PG-13
The Iron Lady,PG-13
The Martian,PG-13
Our Family Wedding,PG-13
An American Haunting,PG-13
My Boss's Daughter,PG-13
Crooklyn,PG-13
Head Over Heels,PG-13
Fun Size,PG-13
The Diving Bell and the Butterfly,PG-13
Catch a Fire,PG-13
Soul Survivors,PG-13
Easy Virtue,PG-13
Jefferson in Paris,PG-13
Clueless,PG-13
Far from Heaven,PG-13
The Last Godfather,PG-13
The Sea Inside,PG-13
No Good Deed,PG-13
Save the Last Dance,PG-13
The Shallows,PG-13
This Christmas,PG-13
"Dude, Where's My Car?",PG-13
St. Vincent,PG-13
10 Things I Hate About You,PG-13
The New Guy,PG-13
Loaded Weapon 1,PG-13
Admission,PG-13
The Perks of Being a Wallflower,PG-13
Crazy/Beautiful,PG-13
Dirty Work,PG-13
Dick,PG-13
Bubble Boy,PG-13
Resurrecting the Champ,PG-13
The Vatican Tapes,PG-13
Antwone Fisher,PG-13
The Emperor's Club,PG-13
The Boy in the Striped Pajamas,PG-13
Lars and the Real Girl,PG-13
The Fault in Our Stars,PG-13
Think Like a Man,PG-13
The Golden Child,PG-13
Barbershop,PG-13
Ace Ventura: Pet Detective,PG-13
Step Up,PG-13
Chronicle,PG-13
Beavis and Butt-Head Do America,PG-13
Philomena,PG-13
Crossroads,PG-13
Paper Towns,PG-13
The Eye,PG-13
Johnson Family Vacation,PG-13
Project Almanac,PG-13
My Baby's Daddy,PG-13
The Manchurian Candidate,PG-13
Girl with a Pearl Earring,PG-13
House of Flying Daggers,PG-13
Screwed,PG-13
Crossover,PG-13
For Your Consideration,PG-13
Married Life,PG-13
Darling Companion,PG-13
Ondine,PG-13
Big Fish,PG-13
St. Trinian's,PG-13
If I Stay,PG-13
Brooklyn,PG-13
The Secret Life of Bees,PG-13
Woman in Gold,PG-13
Corky Romano,PG-13
Quartet,PG-13
Out Cold,PG-13
What's Eating Gilbert Grape,PG-13
The Visual Bible: The Gospel of John,PG-13
Return to the Blue Lagoon,PG-13
Copying Beethoven,PG-13
LOL,PG-13
An Ideal Husband,PG-13
Darkness,PG-13
In the Land of Women,PG-13
The Grudge,PG-13
Bring It On,PG-13
She's All That,PG-13
Madea's Family Reunion,PG-13
White Noise,PG-13
Insidious: Chapter 3,PG-13
The Best Exotic Marigold Hotel,PG-13
Happy Gilmore,PG-13
Mad Max Beyond Thunderdome,PG-13
The Boy,PG-13
Devil,PG-13
The Last Dragon,PG-13
Nick and Norah's Infinite Playlist,PG-13
Swimfan,PG-13
Employee of the Month,PG-13
The Forest,PG-13
The Fourth Kind,PG-13
Can't Hardly Wait,PG-13
Sparkle,PG-13
Mud,PG-13
Skyline,PG-13
A Prairie Home Companion,PG-13
Roll Bounce,PG-13
Tremors,PG-13
Kung Pow: Enter the Fist,PG-13
Big Eyes,PG-13
End of the Spear,PG-13
Get Over It,PG-13
Drop Dead Gorgeous,PG-13
Over Her Dead Body,PG-13
"Run, Fatboy, Run",PG-13
3 Idiots,PG-13
Rescue Dawn,PG-13
Black or White,PG-13
Atlas Shrugged II: The Strike,PG-13
Peaceful Warrior,PG-13
A Better Life,PG-13
My Blueberry Nights,PG-13
Blood Done Sign My Name,PG-13
Motherhood,PG-13
Elsa & Fred,PG-13
The Open Road,PG-13
Blonde Ambition,PG-13
White Noise 2: The Light,PG-13
It's a Wonderful Afterlife,PG-13
You Got Served: Beat the World,PG-13
Good Intentions,PG-13
Amour,PG-13
Poltergeist III,PG-13
Gentlemen Broncos,PG-13
Sicko,PG-13
Down to You,PG-13
Breakin' All the Rules,PG-13
Henry V,PG-13
PCU,PG-13
Gracie,PG-13
Undiscovered,PG-13
Crocodile Dundee,PG-13
The DUFF,PG-13
Baggage Claim,PG-13
The Namesake,PG-13
All Is Lost,PG-13
The City of Your Final Destination,PG-13
Easy A,PG-13
You Got Served,PG-13
Brown Sugar,PG-13
Shutter,PG-13
Much Ado About Nothing,PG-13
Drive Me Crazy,PG-13
Enough Said,PG-13
It's Kind of a Funny Story,PG-13
The Pallbearer,PG-13
Held Up,PG-13
Another Year,PG-13
When Did You Last See Your Father?,PG-13
Prefontaine,PG-13
The Wendell Baker Story,PG-13
Wild Target,PG-13
Mr. Church,PG-13
500 Days of Summer,PG-13
An Education,PG-13
Witless Protection,PG-13
Masked and Anonymous,PG-13
The Hole,PG-13
Persepolis,PG-13
The Omega Code,PG-13
Juno,PG-13
Jumping the Broom,PG-13
Darkness Falls,PG-13
"Definitely, Maybe",PG-13
Beyond the Lights,PG-13
Get Low,PG-13
Bride & Prejudice,PG-13
Freeheld,PG-13
House at the End of the Street,PG-13
Bran Nue Dae,PG-13
La Bamba,PG-13
Bats,PG-13
The East,PG-13
The Work and the Glory II: American Zion,PG-13
Grease,PG-13
Best in Show,PG-13
A Mighty Wind,PG-13
Mr. Nice Guy,PG-13
Sliding Doors,PG-13
The Words,PG-13
Bernie,PG-13
City Island,PG-13
Simply Irresistible,PG-13
Only the Strong,PG-13
Shattered Glass,PG-13
Snow Flower and the Secret Fan,PG-13
Beastmaster 2: Through the Portal of Time,PG-13
Lucky Break,PG-13
Song One,PG-13
Trade of Innocents,PG-13
Bend It Like Beckham,PG-13
Sunshine State,PG-13
Lage Raho Munna Bhai,PG-13
Diary of a Mad Black Woman,PG-13
Shine,PG-13
The Chorus,PG-13
Miss Julie,PG-13
Saint Ralph,PG-13
Insidious: Chapter 2,PG-13
10 Cloverfield Lane,PG-13
The Visit,PG-13
Lights Out,PG-13
Ouija,PG-13
Instructions Not Included,PG-13
The Lazarus Effect,PG-13
The Way Way Back,PG-13
The Apostle,PG-13
Race,PG-13
Still Alice,PG-13
Apollo 18,PG-13
Epic Movie,PG-13
The Haunting of Molly Hartley,PG-13
Not Easily Broken,PG-13
Saved!,PG-13
UHF,PG-13
90 Minutes in Heaven,PG-13
Keeping Up with the Steins,PG-13
Bottle Shock,PG-13
Of Gods and Men,PG-13
Rabbit Hole,PG-13
Atlas Shrugged: Who Is John Galt?,PG-13
Flying By,PG-13
Yoga Hosers,PG-13
Aztec Warrior,PG-13
Driving Lessons,PG-13
Dear Frankie,PG-13
Tango,PG-13
Saving Private Perez,PG-13
Maggie,PG-13
Whale Rider,PG-13
Love and Death on Long Island,PG-13
The Last Exorcism Part II,PG-13
Scoop,PG-13
Samsara,PG-13
The Art of Getting By,PG-13
Desert Dancer,PG-13
"Buen Día, Ramón",PG-13
Pootie Tang,PG-13
Trollhunter,PG-13
The Masked Saint,PG-13
D.E.B.S.,PG-13
"Batman: The Dark Knight Returns, Part 2",PG-13
To Write Love on Her Arms,PG-13
Bella,PG-13
The Class,PG-13
My Name Is Khan,PG-13
Adam,PG-13
Coming Home,PG-13
Phat Girlz,PG-13
Real Women Have Curves,PG-13
Water,PG-13
Damsels in Distress,PG-13
Brave New Girl,PG-13
The Deported,PG-13
Freakonomics,PG-13
Griff the Invisible,PG-13
Ida,PG-13
Riding Giants,PG-13
Robot & Frank,PG-13
Brick Lane,PG-13
The Other End of the Line,PG-13
Sleep Dealer,PG-13
Eye of the Dolphin,PG-13
8 Days,PG-13
Go for It!,PG-13
Thr3e,PG-13
Do You Believe?,PG-13
Redemption Road,PG-13
The Last Sin Eater,PG-13
Courageous,PG-13
The Triplets of Belleville,PG-13
Smoke Signals,PG-13
Inside Job,PG-13
Captive,PG-13
"The Book of Mormon Movie, Volume 1: The Journey",PG-13
Clockwatchers,PG-13
House of D,PG-13
The Last Five Years,PG-13
Six-String Samurai,PG-13
The Legend of Hell's Gate: An American Conspiracy,PG-13
Growing Up Smith,PG-13
Man on Wire,PG-13
Northfork,PG-13
The Last Exorcism,PG-13
Beasts of the Southern Wild,PG-13
Songcatcher,PG-13
The Greatest Movie Ever Sold,PG-13
Ed and His Dead Mother,PG-13
Independence Daysaster,PG-13
Living Dark: The Story of Ted the Caver,PG-13
Under the Same Moon,PG-13
"Happy, Texas",PG-13
Insidious,PG-13
Waitress,PG-13
Bheja Fry,PG-13
The Gatekeepers,PG-13
Mooz-Lum,PG-13
The Salon,PG-13
Incident at Loch Ness,PG-13
Queen of the Mountains,PG-13
Home Run,PG-13
Blue Like Jazz,PG-13
Grand Theft Parsons,PG-13
Cry_Wolf,PG-13
Shine a Light,PG-13
October Baby,PG-13
20 Feet from Stardom,PG-13
Brigham City,PG-13
The Battle of Shaker Heights,PG-13
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,PG-13
Lisa Picard Is Famous,PG-13
Hardflip,PG-13
The Sisterhood of Night,PG-13
Steppin: The Movie,PG-13
Snow White: A Deadly Summer,PG-13
Doc Holliday's Revenge,PG-13
Saints and Soldiers,PG-13
Hoop Dreams,PG-13
Rize,PG-13
Naturally Native,PG-13
B-Girl,PG-13
After,PG-13
Mercy Streets,PG-13
Arnolds Park,PG-13
Light from the Darkroom,PG-13
To Save a Life,PG-13
Osama,PG-13
The Journey,PG-13
The Living Wake,PG-13
Now Is Good,PG-13
Fight to the Finish,PG-13
Metropolitan,PG-13
Dogtown and Z-Boys,PG-13
What Happens in Vegas,PG-13
Royal Kill,PG-13
Tumbleweeds,PG-13
Pieces of April,PG-13
Like Crazy,PG-13
Shotgun Stories,PG-13
The Frozen,PG-13
The Grace Card,PG-13
Call + Response,PG-13
Super Hybrid,PG-13
The Trials of Darryl Hunt,PG-13
Another Earth,PG-13
Heroes of Dirt,PG-13
Tadpole,PG-13
Romantic Schemer,PG-13
The Mighty,PG-13
The Signal,PG-13
Primer,PG-13
The Mongol King,PG-13
Shanghai Calling,PG-13
Battlefield Earth,PG-13
Anne B. Real,PG-13
Life Is Beautiful,PG-13
Once Upon a Time in the West,PG-13
Princess Mononoke,PG-13
A Separation,PG-13
Chairman of the Board,PG-13
Lawnmower Man 2: Beyond Cyberspace,PG-13
Avatar,PG-13
Pirates of the Caribbean: At World's End,PG-13
Spectre,PG-13
The Lone Ranger,PG-13
John Carter,PG-13
Spider-Man 3,PG-13
Avengers: Age of Ultron,PG-13
Captain America: Civil War,PG-13
Batman v Superman: Dawn of Justice,PG-13
The Hobbit: An Unexpected Journey,PG-13
The Hobbit: The Desolation of Smaug,PG-13
The Hobbit: The Battle of the Five Armies,PG-13
Pirates of the Caribbean: On Stranger Tides,PG-13
Superman Returns,PG-13
Quantum of Solace,PG-13
Pirates of the Caribbean: Dead Man's Chest,PG-13
Man of Steel,PG-13
The Amazing Spider-Man,PG-13
Jurassic World,PG-13
Men in Black 3,PG-13
Transformers: Revenge of the Fallen,PG-13
Transformers: Age of Extinction,PG-13
X-Men: The Last Stand,PG-13
Robin Hood,PG-13
Battleship,PG-13
The Golden Compass,PG-13
King Kong,PG-13
Titanic,PG-13
Iron Man 3,PG-13
Spider-Man 2,PG-13
Skyfall,PG-13
X-Men: Days of Future Past,PG-13
The Amazing Spider-Man 2,PG-13
2012,PG-13
Terminator Salvation,PG-13
Green Lantern,PG-13
Prince of Persia: The Sands of Time,PG-13
Transformers: Dark of the Moon,PG-13
Jack the Giant Slayer,PG-13
Furious 7,PG-13
Star Trek Into Darkness,PG-13
World War Z,PG-13
The Great Gatsby,PG-13
Pacific Rim,PG-13
Iron Man,PG-13
Indiana Jones and the Kingdom of the Crystal Skull,PG-13
Star Trek Beyond,PG-13
Rush Hour 3,PG-13
The Legend of Tarzan,PG-13
Jupiter Ascending,PG-13
Simon Sez,PG-13
X-Men: Apocalypse,PG-13
Edge of Tomorrow,PG-13
Suicide Squad,PG-13
G.I. Joe: The Rise of Cobra,PG-13
Wild Wild West,PG-13
The Mummy: Tomb of the Dragon Emperor,PG-13
Waterworld,PG-13
47 Ronin,PG-13
Iron Man 2,PG-13
Captain America: The Winter Soldier,PG-13
Dawn of the Planet of the Apes,PG-13
Snow White and the Huntsman,PG-13
Independence Day: Resurgence,PG-13
The Hunger Games: Mockingjay - Part 2,PG-13
The Fast and the Furious,PG-13
X-Men: First Class,PG-13
The Curious Case of Benjamin Button,PG-13
Poseidon,PG-13
Warcraft: The Beginning,PG-13
Terminator Genisys,PG-13
Pearl Harbor,PG-13
Transformers,PG-13
Harry Potter and the Order of the Phoenix,PG-13
Harry Potter and the Goblet of Fire,PG-13
I Am Legend,PG-13
Hancock,PG-13
Thor: The Dark World,PG-13
Mission: Impossible - Rogue Nation,PG-13
Thor,PG-13
X-Men Origins: Wolverine,PG-13
Mission: Impossible III,PG-13
Angels & Demons,PG-13
Wrath of the Titans,PG-13
Beowulf,PG-13
Dark Shadows,PG-13
White House Down,PG-13
Passengers,PG-13
Mission: Impossible - Ghost Protocol,PG-13
Sahara,PG-13
Ghostbusters,PG-13
Die Another Day,PG-13
Star Trek,PG-13
Armageddon,PG-13
Men in Black II,PG-13
Captain America: The First Avenger,PG-13
G.I. Joe: Retaliation,PG-13
Fun with Dick and Jane,PG-13
Exodus: Gods and Kings,PG-13
Gods of Egypt,PG-13
"Car 54, Where Are You?",PG-13
Spider-Man,PG-13
Stealth,PG-13
The Incredible Hulk,PG-13
Hulk,PG-13
Final Fantasy: The Spirits Within,PG-13
The Twilight Saga: Breaking Dawn - Part 2,PG-13
The World Is Not Enough,PG-13
Master and Commander: The Far Side of the World,PG-13
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13
War of the Worlds,PG-13
The Hunger Games: Catching Fire,PG-13
Ant-Man,PG-13
Salt,PG-13
Noah,PG-13
After Earth,PG-13
Australia,PG-13
R.I.P.D.,PG-13
The Hunger Games: Mockingjay - Part 1,PG-13
The Da Vinci Code,PG-13
X-Men 2,PG-13
Fast Five,PG-13
Teenage Mutant Ninja Turtles,PG-13
Sherlock Holmes: A Game of Shadows,PG-13
The Day After Tomorrow,PG-13
Clash of the Titans,PG-13
The Bourne Legacy,PG-13
Batman & Robin,PG-13
Mission: Impossible II,PG-13
The Perfect Storm,PG-13
Ghost Rider,PG-13
Jason Bourne,PG-13
Charlie's Angels: Full Throttle,PG-13
Oblivion,PG-13
RoboCop,PG-13
The Chronicles of Riddick,PG-13
Fantastic Four,PG-13
The Island,PG-13
How Do You Know,PG-13
Knight and Day,PG-13
Star Wars: Episode III - Revenge of the Sith,PG-13
The Wolverine,PG-13
Dante's Peak,PG-13
The Huntsman: Winter's War,PG-13
Gravity,PG-13
Mr. & Mrs. Smith,PG-13
San Andreas,PG-13
Live Free or Die Hard,PG-13
Insurgent,PG-13
Ocean's Twelve,PG-13
Tomorrow Never Dies,PG-13
The Aviator,PG-13
The Green Hornet,PG-13
Real Steel,PG-13
Allegiant,PG-13
Ender's Game,PG-13
Speed 2: Cruise Control,PG-13
Time Chasers,PG-13
"I, Robot",PG-13
Gone in Sixty Seconds,PG-13
Casino Royale,PG-13
Minority Report,PG-13
Batman Forever,PG-13
Planet of the Apes,PG-13
Little Fockers,PG-13
The Other Guys,PG-13
Meet the Spartans,PG-13
Hercules,PG-13
The Tourist,PG-13
The Stepford Wives,PG-13
It's Pat: The Movie,PG-13
Land of the Lost,PG-13
Catwoman,PG-13
The Expendables 3,PG-13
Point Break,PG-13
In the Heart of the Sea,PG-13
Transcendence,PG-13
The Adventures of Pluto Nash,PG-13
The Mummy Returns,PG-13
Jack Reacher: Never Go Back,PG-13
Unstoppable,PG-13
The Fifth Element,PG-13
The Lovely Bones,PG-13
Seventh Son,PG-13
Ben-Hur,PG-13
Lara Croft: Tomb Raider,PG-13
Jurassic Park III,PG-13
Rise of the Planet of the Apes,PG-13
The Alamo,PG-13
Cutthroat Island,PG-13
Men in Black,PG-13
Rush Hour 2,PG-13
Sherlock Holmes,PG-13
What Lies Beneath,PG-13
Charlie's Angels,PG-13
You Don't Mess with the Zohan,PG-13
Valkyrie,PG-13
Pixels,PG-13
A.I. Artificial Intelligence,PG-13
The Interpreter,PG-13
